#OTU ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
589110	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
1141923	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
829802	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
4390110	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
83514	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
695116	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4374560	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
541884	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0
4444048	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4458036	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1134462	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
552035	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
362293	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
574018	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
590281	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0
576928	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1106748	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
169856	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0
700719	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
688948	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
801579	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4301953	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
94055	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
825569	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
720983	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
236161	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
830015	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
245713	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0
4316013	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0
4319933	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
242177	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
241487	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
557235	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
263122	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
894244	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
216600	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2504865	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
807329	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
237887	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
572890	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
557604	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4463996	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
555571	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
711256	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4298123	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
966231	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
642154	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
569735	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
221617	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
347524	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4396576	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
865778	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
21324	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
915764	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3192322	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
219282	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4324360	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
248468	0	0	0	0	0	0	0	0	1	0	1	0	2	2	5	1	0	0
1119031	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
114313	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	1	0
1111437	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
145013	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4300142	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
361862	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
1132685	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
1037355	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0
3383614	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
544847	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
575841	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
572208	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4323731	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
749841	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
772651	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
225142	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
4300161	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4304383	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
517058	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
1106471	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
3313000	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2044253	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	1
528213	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
568699	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
937543	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0
4431405	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
539336	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0
11428	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4335	0	0	0	0	0	0	0	0	1	1	0	1	0	2	2	4	0	0
784002	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
163345	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0
2675747	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
271943	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
305167	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
612267	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1
256612	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
113599	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
1512588	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
237703	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
4463932	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
4433485	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
573320	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3642350	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
968879	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
874183	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
159036	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1559	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
257945	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2259380	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
808919	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0
975124	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
660679	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
326693	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
838559	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
616219	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0
350446	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
672695	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
256515	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
13024	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
309696	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
248002	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0
71025	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1
3793255	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0
4442076	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4476103	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
817230	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
4344099	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
100737	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0
253622	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
95597	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1
2994817	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
3697	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
304957	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
895733	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4361328	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
4414605	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
262130	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
575450	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	2
181641	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	2	0	0
256767	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
255255	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
317483	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
4393265	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
812809	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
752799	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1112680	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
217241	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
4420130	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
4370648	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1089838	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
4391331	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
650816	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
157893	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3041208	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
243632	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2
4361686	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1
957360	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
243599	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
48811	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
912148	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
226012	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
161147	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
4444213	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
549030	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
548233	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
539570	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
136883	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
138124	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
4309783	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
170623	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1
2808550	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
4367286	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
14375	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
556428	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
370045	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
1121736	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
553697	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
675580	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7801	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
111642	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1124017	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
559204	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
3631784	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
636827	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0
894047	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
235287	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
660556	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4385617	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
155236	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
212995	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
1125006	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
4457778	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
244496	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
851031	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1137563	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
589769	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1122860	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
576641	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
585584	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1824908	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
237206	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
686972	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1
4326369	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
856926	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	1	0	0
811219	0	0	0	0	0	0	0	0	0	4	0	12	0	0	0	0	0	1
545323	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
529888	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
103846	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
775567	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
665487	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
539543	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
618849	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4458188	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
100307	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
825033	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
590445	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
584947	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
4416996	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
253246	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
425938	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
185553	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1040027	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
552671	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4304054	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4476847	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
241963	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4358273	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
777031	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
101320	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
835194	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1
213587	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
1118212	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
519680	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
523792	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
810346	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
577588	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
313946	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
512816	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
1081534	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
107428	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
914962	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
822790	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	4	0	1
53467	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
815167	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
564881	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
859673	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
569728	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
838913	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	2	0	0
232980	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
712052	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2
4295889	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
863942	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
4437178	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1093610	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
759624	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4371434	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
812908	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
254938	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
3116475	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
606670	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0
219549	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	21	1	0
540980	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
166838	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
278836	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
639636	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
750016	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
275303	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
4371959	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4415744	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
26311	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
812690	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
620071	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
138024	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
50466	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0	0	1
113950	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
674056	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
822282	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
684153	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
548464	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
550302	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
816444	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
569190	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
584544	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
358068	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4401902	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1134679	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4401982	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
240501	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4315732	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4328999	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3843946	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
1140997	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4432778	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
4306989	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
593358	0	0	0	0	0	0	0	0	0	2	1	3	0	1	3	3	1	1
788205	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
328957	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
582921	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
946945	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
222300	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
243171	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
592849	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
831877	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
200489	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
97627	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
517399	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2773305	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
443417	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
4349094	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
855333	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
217917	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
4475319	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4316722	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
111659	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
4483200	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	1	0
741975	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
515709	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0
530501	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4351392	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
242669	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1005605	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0
2374554	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
815595	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
4359062	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
809760	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
582066	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
795932	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
4437901	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
913278	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1127702	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
255904	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
699760	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
355954	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
4041627	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
246214	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
671757	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1109495	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1863794	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
703757	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
510057	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1
4353904	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
356083	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
311195	0	0	0	0	0	0	0	0	0	0	1	1	2	0	3	0	0	0
2540926	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
84807	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
266459	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
538750	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
343998	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0
313728	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
548679	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
747279	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4327844	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
3684928	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
248323	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4409615	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
105132	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
