OTUID	logFC	logCPM	PValue	FDR	level	Kingdom	Phylum	Class	Order	Family	Genus	Species	MeanA	MeanB	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6
ASV_971	-2.186	8.661	0.00464851094261304	0.0639522414529187	Depleted	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	flavescens	0.007	0.041	0	0	0.023	0	0.008	0.008	0.019	0.019	0.064	0.009	0.071	0.067
ASV_188	1.285	10.345	0.00469932635628473	0.064004824972598	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	ginsengisoli	0.148	0.069	0.214	0.104	0.139	0.168	0.121	0.143	0.065	0.038	0.164	0.064	0.035	0.048
ASV_365	-1.347	9.359	0.00500177314391629	0.0674496536833067	Depleted	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	acetoxidans	0.025	0.075	0.019	0.035	0.031	0.016	0.008	0.042	0.084	0.057	0.064	0.073	0.097	0.077
ASV_357	1.545	9.813	0.00516474010211378	0.068964470775284	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	psychrophila	0.1	0.04	0.074	0.035	0.077	0.064	0.091	0.26	0.037	0.029	0.009	0.036	0.062	0.067
ASV_598	-4.669	9.03	0.00530553762214355	0.0691929986605445	Depleted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Siccibacter	colletis	0.001	0.079	0	0	0.008	0	0	0	0.473	0	0	0	0	0
ASV_753	-2.201	8.498	0.00532081849983051	0.0691929986605445	Depleted	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Oleiharenicola	lentus	0.005	0.034	0	0.009	0.008	0	0.015	0	0.009	0.01	0.018	0.045	0.053	0.067
ASV_1144	-2.445	8.203	0.00533426201127545	0.0691929986605445	Depleted	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Racemicystis	crocea	0.003	0.023	0	0	0	0.008	0	0.008	0.056	0.01	0.018	0.009	0.035	0.01
ASV_613	-1.7	8.774	0.00542256901011679	0.0696748961488592	Depleted	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Unassigned	Unassigned	0.012	0.045	0.028	0.017	0	0.016	0	0.008	0.065	0.029	0.027	0.036	0.035	0.077
ASV_1527	-2.99	8.673	0.00560780147225255	0.0713207431257964	Depleted	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Unassigned	Unassigned	0.004	0.045	0.009	0.009	0	0	0	0.008	0.028	0.19	0	0.045	0.009	0
ASV_750	-1.925	8.771	0.00565538932275037	0.0713207431257964	Depleted	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	macrosporus	0.01	0.046	0.019	0.017	0	0	0	0.025	0.084	0.01	0.027	0.045	0.071	0.038
ASV_1123	-2.544	8.242	0.00583647599602375	0.0718903876749438	Depleted	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Unassigned	Unassigned	Unassigned	0.003	0.025	0	0.009	0.008	0	0	0	0.019	0.01	0.046	0	0.018	0.058
ASV_930	1.378	9.597	0.00586122792514993	0.0718903876749438	Enriched	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.081	0.035	0.074	0.148	0.093	0.072	0.068	0.034	0.037	0.029	0.064	0.027	0.044	0.01
ASV_261	-1.099	9.933	0.00590050741568079	0.0718903876749438	Depleted	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Acidibacter	ferrireducens	0.047	0.118	0.065	0.035	0.046	0.048	0.023	0.067	0.13	0.095	0.11	0.127	0.124	0.125
ASV_197	1.471	10.282	0.00593217497815061	0.0718903876749438	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Pseudorhodoplanes	sinuspersici	0.143	0.062	0.102	0.104	0.248	0.256	0.03	0.117	0.121	0.076	0.027	0.055	0.062	0.029
ASV_1397	-2.418	8.41	0.0059644741609902	0.0718903876749438	Depleted	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Lacipirellulaceae	Lacipirellula	parvula	0.004	0.031	0.009	0.009	0.008	0	0	0	0.037	0.086	0.027	0.009	0	0.029
ASV_712	-2.623	8.687	0.00610512371023784	0.0729401622223153	Depleted	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Unassigned	0.006	0.042	0.009	0.009	0	0	0.008	0.008	0.019	0	0.064	0.127	0.044	0
ASV_124	1.084	10.683	0.00625213654321258	0.0740470432335264	Enriched	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	astragali	0.184	0.101	0.177	0.174	0.217	0.184	0.167	0.185	0.13	0.124	0.119	0.064	0.133	0.038
ASV_1523	-3.133	7.76	0.00679883432494152	0.0798276926773306	Depleted	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	tropica	0	0.009	0	0	0	0	0	0	0.009	0	0	0.009	0.018	0.019
ASV_1247	-3.048	8.139	0.00692635081360564	0.080629827419922	Depleted	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	giganteus	0.001	0.022	0	0.009	0	0	0	0	0.037	0.01	0.064	0	0	0.019
ASV_1028	2.232	8.489	0.00726747582489133	0.0837481620080072	Enriched	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	rhizosphaerae	0.028	0.006	0.009	0.026	0.015	0.008	0.076	0.034	0	0.01	0.018	0.009	0	0
ASV_95	1.039	11.174	0.00737615708910218	0.0837481620080072	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	indica	0.259	0.15	0.214	0.182	0.356	0.256	0.326	0.218	0.158	0.105	0.164	0.136	0.204	0.134
ASV_1063	-2.202	8.315	0.00739088585449473	0.0837481620080072	Depleted	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	protaetiae	0.004	0.027	0	0.017	0.008	0	0	0	0.019	0.057	0.009	0.027	0.009	0.038
ASV_304	-2.29	9.411	0.0074401817936629	0.0837481620080072	Depleted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	radiobacter	0.016	0.088	0.056	0	0	0.024	0.015	0	0	0.076	0.027	0.191	0.168	0.067
ASV_273	1.623	9.865	0.00752583856159363	0.0840179682040207	Enriched	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lentzea	isolaginshaensis	0.103	0.04	0.056	0.087	0.062	0.088	0.273	0.05	0.028	0.01	0.064	0.009	0.089	0.038
ASV_316	1.724	9.407	0.007900518554443	0.0864017247945733	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Roseitalea	porphyridii	0.073	0.025	0.084	0.122	0.031	0.024	0.151	0.025	0	0.01	0.046	0.018	0.035	0.038
ASV_522	-1.73	8.793	0.00794376691193825	0.0864017247945733	Depleted	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Unassigned	Unassigned	Unassigned	0.011	0.045	0.028	0.017	0	0.008	0.015	0	0.028	0.086	0.046	0.045	0.044	0.019
ASV_1145	-1.93	8.66	0.00797317968882574	0.0864017247945733	Depleted	Bacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.008	0.04	0.009	0.009	0.008	0.008	0	0.017	0.037	0.048	0.082	0	0.018	0.058
ASV_1383	4.295	8.122	0.00809380651863903	0.0864017247945733	Enriched	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Caecibacterium	sporoformans	0.022	0	0	0.13	0	0	0	0	0	0	0	0	0	0
ASV_350	1.315	9.545	0.00811550997763577	0.0864017247945733	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	humi	0.079	0.035	0.093	0.113	0.054	0.024	0.053	0.134	0.056	0.019	0.046	0.018	0.035	0.038
ASV_881	3.178	8.469	0.00811998588377781	0.0864017247945733	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	boonkerdii	0.03	0.003	0.056	0.017	0.108	0	0	0	0	0	0	0	0.009	0.01
ASV_799	-3.139	8.769	0.00847162843548364	0.0892163890717633	Depleted	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Unassigned	Unassigned	0.005	0.051	0.028	0	0	0	0	0	0.121	0	0.009	0.155	0	0.019
ASV_102	1.298	10.967	0.00851551437542528	0.0892163890717633	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola	amnicola	0.232	0.114	0.251	0.095	0.256	0.112	0.507	0.168	0.158	0.048	0.164	0.1	0.106	0.106
ASV_211	1.841	10.11	0.00916056221640337	0.0952418758682549	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.135	0.043	0.056	0.104	0	0.488	0.053	0.109	0.019	0.067	0.037	0.036	0.044	0.058
ASV_1097	1.86	8.327	0.00933089553052719	0.0962778766104397	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	humi	0.023	0.006	0.028	0.035	0.015	0.016	0.008	0.034	0	0.01	0.009	0.018	0	0
ASV_569	-2.306	8.861	0.00952803046137245	0.0963541375106454	Depleted	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Chryseotalea	sanaruensis	0.009	0.054	0.037	0	0	0.008	0.008	0	0.186	0.01	0.046	0.055	0.009	0.019
ASV_746	-1.782	9.1	0.0096750326135046	0.0963541375106454	Depleted	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Fulvivirgaceae	Chryseolinea	flava	0.016	0.061	0.028	0.026	0.008	0.032	0	0	0.037	0.067	0.073	0.109	0.071	0.01
ASV_1386	1.932	8.188	0.00971909102925036	0.0963541375106454	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Unassigned	0.018	0.005	0.009	0.017	0.023	0.016	0.023	0.017	0	0.01	0	0	0.009	0.01
ASV_546	-1.942	8.891	0.00973868457888484	0.0963541375106454	Depleted	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	shandongense	0.011	0.051	0	0.026	0.008	0.016	0.008	0.008	0	0.114	0.064	0.055	0.053	0.019
ASV_323	-1.282	9.536	0.00975028120219084	0.0963541375106454	Depleted	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	cerasi	0.03	0.089	0.028	0.043	0.023	0.032	0.03	0.025	0.065	0.076	0.046	0.1	0.053	0.192
ASV_1454	2.539	7.954	0.00976275402090239	0.0963541375106454	Enriched	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Coralloluteibacterium	stylophorae	0.012	0.002	0.009	0.009	0.015	0.016	0.023	0	0.009	0	0	0	0	0
ASV_1138	-1.922	8.217	0.00992554330661314	0.0972560430475331	Depleted	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	inefficax	0.004	0.021	0.009	0	0	0.016	0	0	0.019	0.019	0.018	0.027	0.027	0.019
ASV_1343	-1.917	8.209	0.0101291095286151	0.0985417655569558	Depleted	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Fulvivirgaceae	Chryseolinea	flava	0.004	0.022	0	0.009	0.008	0	0.008	0	0.028	0.01	0.027	0.009	0.027	0.029
ASV_1502	-1.923	8.21	0.010662174492794	0.102992068504861	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unassigned	Unassigned	Unassigned	0.004	0.021	0	0.017	0.008	0	0	0	0.028	0.01	0.027	0.018	0.027	0.019
ASV_553	-1.663	8.863	0.0109839194030772	0.104402267265342	NotSig	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	arcticus	0.013	0.048	0.028	0.026	0.023	0	0	0	0.056	0.038	0.046	0.082	0.027	0.038
ASV_1423	-1.805	8.471	0.0110854245714676	0.104402267265342	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	variabilis	0.007	0.031	0.019	0.017	0.008	0	0	0	0.028	0.057	0.009	0.036	0.035	0.019
ASV_451	-1.362	9.043	0.0112513295481636	0.104402267265342	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia	soli	0.018	0.056	0.028	0.026	0.015	0.016	0.008	0.017	0.056	0.076	0.073	0.027	0.035	0.067
ASV_239	1.331	9.979	0.0112588370294218	0.104402267265342	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	profundi	0.107	0.051	0.074	0.104	0.124	0.048	0.235	0.059	0.074	0.095	0.037	0.045	0.027	0.029
ASV_866	-1.755	8.309	0.011292720469	0.104402267265342	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Unassigned	Unassigned	Unassigned	0.006	0.025	0.009	0	0	0.008	0.008	0.008	0.037	0.019	0.009	0.018	0.027	0.038
ASV_867	-1.576	9.421	0.0113289837954858	0.104402267265342	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.023	0.086	0.009	0.043	0.023	0	0.023	0.042	0.186	0.057	0.027	0.018	0.124	0.106
ASV_958	-1.554	8.611	0.0113447397615791	0.104402267265342	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia	soli	0.009	0.036	0.009	0.009	0.008	0.008	0.023	0	0.037	0.038	0.027	0.036	0.018	0.058
ASV_812	2.63	8.235	0.0117291294371678	0.107215263714245	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	pallidirosea	0.02	0.003	0	0	0.054	0.032	0.023	0.008	0	0	0	0	0.009	0.01
ASV_606	-1.966	8.55	0.0118266682577638	0.107386147780496	NotSig	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	giganteus	0.007	0.036	0	0	0.015	0	0	0.025	0.037	0.067	0.018	0.009	0.018	0.067
ASV_348	1.589	9.27	0.0120993391289811	0.109134436381936	NotSig	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	Glycomyces	luteolus	0.065	0.023	0.074	0.148	0.046	0.024	0.038	0.059	0.009	0.019	0.073	0	0.018	0.019
ASV_714	-1.703	9.221	0.0122854385535479	0.11008399546008	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	globbae	0.018	0.072	0.028	0.017	0	0.008	0.023	0.034	0.065	0.114	0.018	0.064	0.009	0.163
ASV_112	-1.593	11.069	0.0125319210963563	0.111558670151878	NotSig	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	cyslabdanicus	0.093	0.301	0.186	0.13	0.093	0.064	0.045	0.042	0.046	0.114	0.849	0.537	0.115	0.144
ASV_920	-1.325	9.22	0.0126869173382123	0.112205074121072	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Vitiosangium	cumulatum	0.023	0.067	0.037	0.035	0.008	0.016	0.008	0.034	0.084	0.105	0.027	0.045	0.071	0.067
ASV_1490	2.547	7.956	0.012814867197978	0.112605478217071	NotSig	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Gordoniaceae	Gordonia	didemni	0.012	0.002	0	0.009	0.031	0.008	0.015	0.008	0	0	0	0	0	0.01
ASV_1489	-2.388	8.57	0.0129405210891882	0.112980703355604	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Unassigned	Unassigned	0.006	0.039	0.009	0.017	0	0	0	0.008	0.009	0.029	0.009	0.036	0	0.153
ASV_271	-1.242	9.823	0.013272978090861	0.114546198657646	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	chlorophenolicus	0.041	0.111	0.084	0.043	0.031	0.016	0.015	0.059	0.037	0.19	0.082	0.091	0.124	0.144
ASV_940	-1.915	8.782	0.013313084275123	0.114546198657646	NotSig	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Geminisphaera	colitermitum	0.009	0.046	0	0	0.008	0.016	0.008	0.025	0.019	0	0.064	0.027	0.089	0.077
ASV_592	-1.2	9.536	0.0134103259431958	0.114546198657646	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Desertimonas	flava	0.033	0.088	0.065	0.035	0.015	0.024	0.015	0.042	0.158	0.076	0.046	0.045	0.097	0.106
ASV_309	1.499	9.341	0.0134562347909129	0.114546198657646	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	lutea	0.063	0.026	0.037	0.017	0.046	0.12	0.106	0.05	0.019	0.01	0.055	0.018	0.027	0.029
ASV_607	2.566	9.204	0.0135842304536851	0.114917527192044	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Unassigned	Unassigned	0.067	0.013	0	0.035	0	0.192	0	0.176	0.009	0.01	0.009	0.009	0	0.038
ASV_79	1.276	11.164	0.0141238976657974	0.11874536185689	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Pseudoduganella	eburnea	0.279	0.131	0.326	0.139	0.101	0.272	0.326	0.512	0.037	0.067	0.292	0.118	0.08	0.192
ASV_168	3.119	10.927	0.0143632092074943	0.120016508838081	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Unassigned	Unassigned	0.284	0.039	0.009	0.009	0	1.68	0	0.008	0.028	0.086	0.018	0.036	0	0.067
ASV_970	-2.148	8.102	0.014512809976916	0.120527117003412	NotSig	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	giganteus	0.003	0.018	0	0	0.008	0.008	0	0	0.037	0.01	0	0.027	0.018	0.019
ASV_599	-2.633	9.203	0.0147722917199535	0.121295135114176	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	flabilis	0.009	0.074	0.009	0	0.039	0	0.008	0	0	0.048	0	0.291	0.027	0.077
ASV_855	-1.125	11.21	0.0147834011960009	0.121295135114176	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	ramoplaninifer	0.128	0.315	0.177	0.087	0.124	0.072	0.114	0.193	0.158	0.447	0.566	0.346	0.23	0.144
ASV_856	2.665	8.83	0.0149547155870712	0.121966003770006	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.042	0.008	0.028	0.009	0.194	0.024	0	0	0	0	0.009	0	0.018	0.019
ASV_1309	-1.478	8.854	0.015533948344396	0.125935938363496	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	0.014	0.046	0.009	0.035	0	0.024	0.008	0.008	0.046	0.076	0.064	0.027	0.027	0.038
ASV_90	1.117	11.161	0.0157173235505501	0.126367023714719	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	eurypsychrophila	0.272	0.143	0.14	0.304	0.147	0.288	0.182	0.57	0.13	0.057	0.274	0.1	0.151	0.144
ASV_221	2.428	9.816	0.0157726828425127	0.126367023714719	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Chryseotalea	sanaruensis	0.115	0.025	0.354	0	0.008	0.024	0.303	0	0.046	0.01	0.037	0	0.009	0.048
ASV_1522	-2.424	7.936	0.0165264034823216	0.131631354052175	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	tropica	0.001	0.014	0	0.009	0	0	0	0	0.019	0	0.009	0.009	0.009	0.038
ASV_331	1.051	9.919	0.0169042304667808	0.133849880711686	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	gossypii	0.099	0.055	0.084	0.061	0.093	0.088	0.098	0.168	0.056	0.038	0.027	0.082	0.071	0.058
ASV_838	-2.341	8.558	0.0170014899876076	0.133849880711686	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ideonella	paludis	0.006	0.037	0.019	0	0	0	0	0.017	0.084	0	0.064	0.055	0.018	0
ASV_1073	-2.175	8.778	0.0175791348106736	0.136931052784272	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	cresolivorans	0.009	0.051	0.019	0.017	0	0	0.008	0.008	0.046	0.019	0.018	0	0.009	0.211
ASV_764	1.565	8.675	0.0176477882030953	0.136931052784272	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Unassigned	Unassigned	0.032	0.013	0.009	0.035	0.031	0.056	0.038	0.025	0	0.029	0.009	0	0.009	0.029
ASV_951	2.036	8.39	0.0176944679075124	0.136931052784272	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.024	0.006	0.019	0.026	0	0.016	0.068	0.017	0.009	0	0.018	0	0.009	0
ASV_907	-2.218	8.509	0.0178241325842713	0.137155189716257	NotSig	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Phragmitibacter	flavus	0.006	0.036	0.009	0.009	0.008	0	0.008	0	0.111	0	0.046	0.009	0	0.048
ASV_506	-1.361	8.887	0.0183857809566114	0.140199941267112	NotSig	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	japonica	0.015	0.048	0.019	0.017	0.008	0	0.015	0.034	0.065	0.038	0.037	0.018	0.062	0.067
ASV_1086	-1.358	8.898	0.018485366211754	0.140199941267112	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Unassigned	Unassigned	0.015	0.048	0.028	0	0.023	0.016	0	0.025	0.065	0.048	0.037	0.036	0.035	0.067
ASV_1075	-2.262	8.138	0.0185286265991778	0.140199941267112	NotSig	Bacteria	Acidobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.003	0.02	0.009	0	0	0	0	0.008	0	0.019	0.027	0	0.027	0.048
ASV_741	1.509	8.652	0.0188037125420841	0.141495339681318	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	facile	0.032	0.012	0.037	0.035	0.054	0.008	0.03	0.025	0.019	0.019	0	0.018	0	0.019
ASV_213	0.922	10.369	0.0189757336644459	0.141863152680743	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned	0.141	0.087	0.13	0.174	0.077	0.192	0.136	0.134	0.111	0.114	0.037	0.073	0.071	0.115
ASV_1029	-2.234	8.335	0.0190609081795712	0.141863152680743	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.004	0.028	0.019	0	0	0	0	0.008	0.009	0.019	0	0.009	0.071	0.058
ASV_1140	2.045	8.228	0.0192806430409477	0.142718672944407	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	helvus	0.019	0.004	0	0.009	0.023	0.04	0.023	0.017	0	0	0.009	0	0.018	0
ASV_947	-1.706	8.432	0.0196481773780362	0.144653068048029	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Unassigned	Unassigned	0.007	0.029	0.028	0	0	0.008	0	0.008	0.028	0.019	0.009	0.018	0.053	0.048
ASV_1511	-2.658	8.017	0.0200187596914696	0.146588982256891	NotSig	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	islandicus	0.001	0.017	0	0	0	0	0.008	0	0.009	0.01	0	0	0.062	0.019
ASV_1159	-2.061	8.071	0.0201496523224144	0.146758430284109	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	soli	0.003	0.017	0.009	0.009	0	0	0	0	0.019	0.029	0.027	0.018	0.009	0
ASV_332	1.144	9.648	0.020556204707181	0.14790885498857	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ideonella	sakaiensis	0.08	0.041	0.074	0.069	0.139	0.064	0.023	0.109	0.028	0.038	0.055	0.045	0.044	0.038
ASV_82	0.944	11.539	0.0205575581780306	0.14790885498857	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	alkalitolerans	0.341	0.205	0.27	0.417	0.271	0.248	0.424	0.419	0.186	0.048	0.256	0.236	0.248	0.259
ASV_1257	2.857	8.042	0.0206333938677153	0.14790885498857	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Unassigned	0.015	0.002	0	0	0.046	0	0.008	0.034	0.009	0	0	0	0	0
ASV_1341	-2.151	8.772	0.0211115007601157	0.150543790760616	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	avium	0.008	0.047	0	0	0	0.008	0.008	0.034	0.037	0.038	0	0.027	0.168	0.01
ASV_1059	-1.711	8.433	0.0212740048254458	0.150912471730506	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	tropica	0.007	0.029	0.009	0.009	0	0.016	0.008	0	0.019	0.019	0.037	0	0.053	0.048
ASV_1313	1.892	8.327	0.0218216869263946	0.153807564060388	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	pelophilus	0.022	0.006	0.019	0.026	0.039	0.04	0.008	0	0	0.01	0	0	0.018	0.01
ASV_164	1.501	10.59	0.0221103072823638	0.153807564060388	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Paucibacter	oligotrophus	0.175	0.077	0.028	0.095	0.558	0.168	0.061	0.143	0.158	0.076	0.1	0.064	0.053	0.01
