ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6	KEGG_Pathways
Pertussis	6922.0	5469.0	7181.0	7339.0	10087.0	7703.0	6494.0	5270.0	5576.0	6740.0	6564.0	5945.0	6512.0	8000.0	6575.0	6747.0	6979.0	6756.0	Human Diseases; Infectious Diseases; Pertussis
Phagosome	35.0	36.0	19.0	24.0	25.0	32.0	61.0	35.0	35.0	36.0	47.0	52.0	42.0	29.0	49.0	31.0	35.0	41.0	Cellular Processes; Transport and Catabolism; Phagosome
Phenylalanine metabolism	90015.0	89147.0	103828.0	99290.0	117130.0	97608.0	82873.0	78125.0	81834.0	85251.0	92510.0	80144.0	92309.0	103316.0	90974.0	94634.0	101935.0	92620.0	Metabolism; Amino Acid Metabolism; Phenylalanine metabolism
Phenylalanine, tyrosine and tryptophan biosynthesis	104830.0	102451.0	117773.0	112346.0	131160.0	113572.0	106816.0	97249.0	101258.0	103689.0	113853.0	103794.0	111099.0	123943.0	111970.0	113358.0	119974.0	111516.0	Metabolism; Amino Acid Metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis
Phenylpropanoid biosynthesis	15821.0	19061.0	18955.0	17869.0	17392.0	17210.0	17537.0	17182.0	17383.0	16737.0	18865.0	17171.0	18930.0	18654.0	18239.0	18684.0	20820.0	18205.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Phenylpropanoid biosynthesis
Phosphatidylinositol signaling system	16691.0	16421.0	19282.0	18243.0	21575.0	18037.0	16830.0	15537.0	15923.0	16321.0	18282.0	16409.0	17817.0	19987.0	17718.0	18098.0	19671.0	17627.0	Environmental Information Processing; Signal Transduction; Phosphatidylinositol signaling system
Phosphonate and phosphinate metabolism	9656.0	8774.0	11000.0	10916.0	13457.0	11184.0	8934.0	8001.0	8441.0	9115.0	9629.0	8624.0	9213.0	10921.0	9201.0	9767.0	10146.0	9638.0	Metabolism; Metabolism of Other Amino Acids; Phosphonate and phosphinate metabolism
Phosphotransferase system (PTS)	15300.0	16096.0	17541.0	17327.0	18929.0	16683.0	15615.0	13853.0	14281.0	15531.0	16130.0	15092.0	15595.0	16794.0	15689.0	16372.0	17030.0	16271.0	Environmental Information Processing; Membrane Transport; Phosphotransferase system (PTS)
Photosynthesis	38564.0	38973.0	45547.0	41128.0	48937.0	43225.0	54219.0	46347.0	45307.0	42058.0	55330.0	54344.0	55891.0	58387.0	52317.0	49922.0	60702.0	45614.0	Metabolism; Energy Metabolism; Photosynthesis
Photosynthesis - antenna proteins	140.0	417.0	629.0	104.0	476.0	601.0	4190.0	2913.0	2333.0	1189.0	3918.0	4554.0	4421.0	3805.0	3165.0	2390.0	4913.0	1326.0	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins
Photosynthesis proteins	43119.0	43314.0	51252.0	45628.0	54826.0	48417.0	63006.0	52997.0	51415.0	47184.0	63687.0	63124.0	64399.0	66944.0	59736.0	56743.0	69935.0	51269.0	Metabolism; Energy Metabolism; Photosynthesis proteins
Phototransduction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Sensory System; Phototransduction
Phototransduction - fly	35.0	36.0	19.0	24.0	25.0	32.0	61.0	35.0	35.0	36.0	47.0	52.0	42.0	29.0	49.0	32.0	35.0	41.0	Organismal Systems; Sensory System; Phototransduction - fly
Plant-pathogen interaction	23083.0	21227.0	25295.0	24551.0	29737.0	24897.0	21789.0	19791.0	21748.0	22189.0	24022.0	21290.0	23448.0	27394.0	23481.0	24153.0	25805.0	23814.0	Organismal Systems; Environmental Adaptation; Plant-pathogen interaction
Polycyclic aromatic hydrocarbon degradation	33910.0	40503.0	42598.0	39423.0	39356.0	37352.0	34315.0	32666.0	32382.0	33363.0	36784.0	33138.0	37605.0	35529.0	36250.0	38000.0	40858.0	36808.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Polycyclic aromatic hydrocarbon degradation
Polyketide sugar unit biosynthesis	21553.0	22115.0	24767.0	23459.0	26252.0	23112.0	23350.0	21410.0	22440.0	21962.0	24415.0	22767.0	24318.0	26540.0	23990.0	24065.0	26101.0	23861.0	Metabolism; Metabolism of Terpenoids and Polyketides; Polyketide sugar unit biosynthesis
Pores ion channels	92493.0	75926.0	98499.0	98087.0	124363.0	102359.0	85114.0	71901.0	83259.0	87037.0	92523.0	82242.0	92188.0	113149.0	91725.0	93558.0	99314.0	91818.0	Unclassified; Cellular Processes and Signaling; Pores ion channels
Porphyrin and chlorophyll metabolism	177632.0	168019.0	201866.0	190124.0	231572.0	187667.0	176332.0	161528.0	171293.0	173574.0	191755.0	170797.0	194962.0	222460.0	188458.0	192086.0	211416.0	184919.0	Metabolism; Metabolism of Cofactors and Vitamins; Porphyrin and chlorophyll metabolism
Prenyltransferases	49352.0	52892.0	57347.0	52832.0	57317.0	52205.0	53980.0	50236.0	52046.0	51133.0	56263.0	52065.0	56603.0	59469.0	55909.0	56579.0	60587.0	54955.0	Metabolism; Metabolism of Terpenoids and Polyketides; Prenyltransferases
Primary bile acid biosynthesis	3959.0	4349.0	4733.0	4287.0	4541.0	4115.0	3712.0	3667.0	3577.0	3763.0	4100.0	3676.0	4178.0	4292.0	4069.0	4278.0	4580.0	4188.0	Metabolism; Lipid Metabolism; Primary bile acid biosynthesis
Primary immunodeficiency	9776.0	10301.0	11248.0	10902.0	11847.0	10461.0	9168.0	9061.0	9970.0	9764.0	10338.0	9045.0	10796.0	11547.0	10312.0	10719.0	11560.0	10383.0	Human Diseases; Immune System Diseases; Primary immunodeficiency
Prion diseases	1493.0	1602.0	1856.0	1790.0	1853.0	1796.0	1566.0	1487.0	1454.0	1476.0	1771.0	1579.0	1519.0	1520.0	1671.0	1627.0	1677.0	1836.0	Human Diseases; Neurodegenerative Diseases; Prion diseases
Progesterone-mediated oocyte maturation	3779.0	3480.0	3996.0	3941.0	4753.0	3966.0	3668.0	3309.0	3817.0	3770.0	4014.0	3588.0	4085.0	4647.0	4036.0	4074.0	4478.0	3900.0	Organismal Systems; Endocrine System; Progesterone-mediated oocyte maturation
Propanoate metabolism	205667.0	212503.0	240368.0	225444.0	255969.0	223393.0	197053.0	185922.0	188308.0	196386.0	214726.0	189804.0	211773.0	230066.0	211654.0	218619.0	231628.0	215087.0	Metabolism; Carbohydrate Metabolism; Propanoate metabolism
Prostate cancer	3779.0	3480.0	3996.0	3941.0	4753.0	3966.0	3668.0	3309.0	3817.0	3770.0	4014.0	3588.0	4085.0	4647.0	4036.0	4074.0	4478.0	3900.0	Human Diseases; Cancers; Prostate cancer
Proteasome	7068.0	8839.0	8432.0	7997.0	7405.0	7384.0	7542.0	7872.0	7996.0	7472.0	8257.0	7427.0	8724.0	8374.0	8307.0	8564.0	9289.0	8244.0	Genetic Information Processing; Folding, Sorting and Degradation; Proteasome
Protein digestion and absorption	1363.0	1668.0	1853.0	1559.0	1401.0	1488.0	1486.0	1720.0	1975.0	1652.0	1576.0	1498.0	1744.0	1722.0	1628.0	1766.0	1794.0	1705.0	Organismal Systems; Digestive System; Protein digestion and absorption
Protein export	75626.0	75706.0	86121.0	81414.0	93269.0	81334.0	77772.0	71732.0	74396.0	74909.0	82599.0	75267.0	80947.0	89505.0	81680.0	82408.0	87121.0	81595.0	Genetic Information Processing; Folding, Sorting and Degradation; Protein export
Protein folding and associated processing	138285.0	130476.0	154468.0	146678.0	177012.0	149157.0	135527.0	122133.0	130450.0	134403.0	146285.0	130461.0	144699.0	164424.0	144005.0	146622.0	157070.0	143301.0	Unclassified; Genetic Information Processing; Protein folding and associated processing
Protein kinases	99367.0	91781.0	102816.0	101819.0	119640.0	107346.0	95323.0	81865.0	91082.0	96033.0	101609.0	91023.0	102427.0	116504.0	101359.0	101609.0	110766.0	98923.0	Metabolism; Enzyme Families; Protein kinases
Protein processing in endoplasmic reticulum	11902.0	11753.0	13018.0	12575.0	14587.0	12596.0	12298.0	11051.0	11933.0	11934.0	13174.0	12071.0	13291.0	14751.0	13052.0	13119.0	14575.0	12600.0	Genetic Information Processing; Folding, Sorting and Degradation; Protein processing in endoplasmic reticulum
Proximal tubule bicarbonate reclamation	7097.0	6921.0	7519.0	7577.0	8770.0	7603.0	6632.0	6137.0	6666.0	6865.0	7203.0	6404.0	7657.0	8535.0	7179.0	7334.0	8104.0	7031.0	Organismal Systems; Excretory System; Proximal tubule bicarbonate reclamation
Purine metabolism	307497.0	307331.0	353463.0	336611.0	385809.0	336008.0	311627.0	287281.0	298585.0	303252.0	334682.0	302555.0	327821.0	362693.0	327861.0	333315.0	355589.0	328651.0	Metabolism; Nucleotide Metabolism; Purine metabolism
Pyrimidine metabolism	202434.0	198946.0	229816.0	218014.0	253774.0	216868.0	204175.0	189759.0	198494.0	201215.0	218894.0	197613.0	216973.0	243406.0	216668.0	219382.0	233716.0	216680.0	Metabolism; Nucleotide Metabolism; Pyrimidine metabolism
Pyruvate metabolism	204198.0	199868.0	231160.0	220632.0	258310.0	219633.0	198050.0	183147.0	191396.0	197156.0	214980.0	192130.0	214549.0	240162.0	211649.0	217538.0	232837.0	212891.0	Metabolism; Carbohydrate Metabolism; Pyruvate metabolism
RIG-I-like receptor signaling pathway	551.0	757.0	807.0	795.0	701.0	632.0	553.0	612.0	490.0	555.0	681.0	578.0	650.0	559.0	618.0	677.0	727.0	634.0	Organismal Systems; Immune System; RIG-I-like receptor signaling pathway
RNA degradation	64080.0	62568.0	72494.0	68470.0	79872.0	69433.0	66879.0	60540.0	62982.0	63678.0	70675.0	64768.0	69172.0	77365.0	69461.0	69809.0	74930.0	68701.0	Genetic Information Processing; Folding, Sorting and Degradation; RNA degradation
RNA polymerase	18174.0	17947.0	20602.0	19472.0	22552.0	19607.0	19179.0	17439.0	17877.0	18064.0	20194.0	18616.0	19680.0	21822.0	19870.0	19879.0	21117.0	19600.0	Genetic Information Processing; Transcription; RNA polymerase
RNA transport	11655.0	9445.0	11867.0	11604.0	15248.0	12147.0	11199.0	10001.0	11517.0	11677.0	11910.0	11023.0	12234.0	14946.0	12178.0	12108.0	13072.0	11875.0	Genetic Information Processing; Translation; RNA transport
Regulation of actin cytoskeleton	35.0	36.0	19.0	24.0	25.0	32.0	61.0	35.0	35.0	36.0	47.0	52.0	42.0	29.0	49.0	31.0	35.0	41.0	Cellular Processes; Cell Motility; Regulation of actin cytoskeleton
Renal cell carcinoma	3861.0	3884.0	4232.0	4055.0	4529.0	4089.0	4136.0	3768.0	3802.0	3912.0	4331.0	4033.0	4202.0	4659.0	4243.0	4278.0	4525.0	4154.0	Human Diseases; Cancers; Renal cell carcinoma
Renin-angiotensin system	2421.0	1818.0	2360.0	2375.0	3149.0	2545.0	1839.0	1541.0	1932.0	2112.0	2106.0	1665.0	2185.0	2787.0	2139.0	2140.0	2302.0	2130.0	Organismal Systems; Endocrine System; Renin-angiotensin system
Replication, recombination and repair proteins	112233.0	104324.0	125991.0	119403.0	143328.0	121037.0	116515.0	102487.0	107633.0	109932.0	123398.0	112572.0	118457.0	135079.0	119497.0	120245.0	128285.0	117207.0	Unclassified; Genetic Information Processing; Replication, recombination and repair proteins
Restriction enzyme	13773.0	12568.0	15217.0	14009.0	16978.0	14256.0	14337.0	13286.0	14111.0	14016.0	15516.0	13836.0	15051.0	17242.0	15473.0	15427.0	15952.0	15320.0	Unclassified; Genetic Information Processing; Restriction enzyme
Retinol metabolism	16809.0	18105.0	20400.0	19271.0	20816.0	18368.0	17370.0	16221.0	16453.0	16717.0	18685.0	17016.0	18889.0	19489.0	18132.0	18946.0	20403.0	18368.0	Metabolism; Metabolism of Cofactors and Vitamins; Retinol metabolism
Rheumatoid arthritis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Human Diseases; Immune System Diseases; Rheumatoid arthritis
Riboflavin metabolism	44489.0	44177.0	50573.0	48346.0	55854.0	48124.0	44449.0	40936.0	43426.0	43880.0	48265.0	43136.0	48097.0	53465.0	47641.0	48442.0	51956.0	47411.0	Metabolism; Metabolism of Cofactors and Vitamins; Riboflavin metabolism
Ribosome	247351.0	245718.0	281879.0	265390.0	306724.0	265954.0	257609.0	236887.0	244087.0	246857.0	271637.0	248653.0	266431.0	295272.0	269224.0	269632.0	285484.0	267893.0	Genetic Information Processing; Translation; Ribosome
Ribosome Biogenesis	177788.0	167221.0	196143.0	188445.0	224023.0	191813.0	175470.0	158996.0	169318.0	173912.0	188799.0	169499.0	184219.0	211117.0	186705.0	188100.0	199225.0	186903.0	Genetic Information Processing; Translation; Ribosome Biogenesis
Ribosome biogenesis in eukaryotes	10515.0	10007.0	11444.0	11228.0	13211.0	11096.0	9565.0	8972.0	9892.0	10008.0	10814.0	9266.0	10905.0	12580.0	10852.0	11068.0	11818.0	10946.0	Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes
Salivary secretion	2.0	4.0	2.0	1.0	4.0	4.0	4.0	2.0	4.0	1.0	4.0	2.0	2.0	4.0	3.0	4.0	5.0	2.0	Organismal Systems; Digestive System; Salivary secretion
Secondary bile acid biosynthesis	228.0	245.0	284.0	191.0	166.0	223.0	280.0	262.0	216.0	215.0	274.0	341.0	201.0	182.0	234.0	225.0	187.0	230.0	Metabolism; Lipid Metabolism; Secondary bile acid biosynthesis
Secretion system	340647.0	289369.0	363653.0	363625.0	460362.0	376787.0	305655.0	265328.0	300129.0	314912.0	338116.0	298436.0	332979.0	406387.0	332134.0	341225.0	363524.0	334074.0	Environmental Information Processing; Membrane Transport; Secretion system
Selenocompound metabolism	59305.0	60956.0	68136.0	64651.0	72520.0	64774.0	60925.0	56104.0	57724.0	58413.0	64541.0	58829.0	63361.0	69082.0	63373.0	64627.0	68512.0	63825.0	Metabolism; Metabolism of Other Amino Acids; Selenocompound metabolism
Sesquiterpenoid biosynthesis	281.0	305.0	338.0	256.0	133.0	185.0	219.0	315.0	717.0	425.0	285.0	263.0	423.0	376.0	307.0	565.0	484.0	326.0	Metabolism; Metabolism of Terpenoids and Polyketides; Sesquiterpenoid biosynthesis
Shigellosis	35.0	36.0	19.0	24.0	25.0	32.0	61.0	35.0	35.0	36.0	47.0	52.0	42.0	29.0	49.0	31.0	35.0	41.0	Human Diseases; Infectious Diseases; Shigellosis
Signal transduction mechanisms	87569.0	78137.0	91926.0	90618.0	110375.0	92467.0	83215.0	73673.0	82591.0	84402.0	90064.0	80730.0	91665.0	106448.0	90053.0	90918.0	97562.0	88319.0	Unclassified; Cellular Processes and Signaling; Signal transduction mechanisms
Small cell lung cancer	2187.0	2246.0	3164.0	2699.0	3287.0	2843.0	2348.0	2048.0	1591.0	1904.0	2475.0	2181.0	1798.0	2003.0	2039.0	2215.0	2208.0	2208.0	Human Diseases; Cancers; Small cell lung cancer
Sphingolipid metabolism	8337.0	10358.0	10073.0	9529.0	8942.0	8998.0	10342.0	9826.0	10363.0	9690.0	10451.0	10330.0	10483.0	10302.0	9952.0	10579.0	11557.0	9593.0	Metabolism; Lipid Metabolism; Sphingolipid metabolism
Spliceosome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Genetic Information Processing; Transcription; Spliceosome
Sporulation	6624.0	7754.0	6806.0	8453.0	6146.0	7130.0	10020.0	7791.0	8131.0	8153.0	7748.0	9867.0	7226.0	7008.0	6937.0	7142.0	7195.0	6870.0	Unclassified; Cellular Processes and Signaling; Sporulation
Staphylococcus aureus infection	1371.0	893.0	1294.0	1394.0	2052.0	1359.0	1210.0	960.0	1136.0	1351.0	1280.0	1102.0	1272.0	1835.0	1230.0	1349.0	1435.0	1206.0	Human Diseases; Infectious Diseases; Staphylococcus aureus infection
Starch and sucrose metabolism	75612.0	85361.0	88306.0	84189.0	86428.0	83935.0	86612.0	80044.0	81077.0	79461.0	90450.0	84637.0	87750.0	88553.0	86811.0	87334.0	94533.0	84944.0	Metabolism; Carbohydrate Metabolism; Starch and sucrose metabolism
Steroid biosynthesis	2719.0	4045.0	3460.0	3121.0	2301.0	2814.0	3905.0	3775.0	3548.0	3159.0	3818.0	3955.0	4067.0	3260.0	3718.0	3725.0	4095.0	3476.0	Metabolism; Lipid Metabolism; Steroid biosynthesis
Steroid hormone biosynthesis	5478.0	6284.0	6932.0	6227.0	6608.0	5914.0	5975.0	5747.0	5554.0	5578.0	6343.0	5792.0	6340.0	6308.0	6196.0	6297.0	6719.0	5960.0	Metabolism; Lipid Metabolism; Steroid hormone biosynthesis
Stilbenoid, diarylheptanoid and gingerol biosynthesis	12241.0	17068.0	15456.0	14258.0	11300.0	13133.0	13734.0	13598.0	13346.0	12836.0	14265.0	13207.0	15191.0	12727.0	14578.0	15240.0	15993.0	14177.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Stilbenoid, diarylheptanoid and gingerol biosynthesis
Streptomycin biosynthesis	43245.0	46930.0	50495.0	48033.0	51317.0	46681.0	46907.0	43802.0	44668.0	43941.0	49394.0	45830.0	49225.0	52023.0	48268.0	49051.0	53035.0	48037.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Streptomycin biosynthesis
Styrene degradation	31268.0	30391.0	35835.0	34486.0	41243.0	33526.0	27950.0	26054.0	27318.0	29202.0	31149.0	26559.0	31798.0	36496.0	30803.0	32174.0	34982.0	31446.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Styrene degradation
Sulfur metabolism	55228.0	53920.0	61945.0	59085.0	68033.0	60056.0	56373.0	50298.0	52738.0	53936.0	59816.0	54409.0	57785.0	64834.0	58738.0	59693.0	62635.0	58395.0	Metabolism; Energy Metabolism; Sulfur metabolism
Sulfur relay system	52418.0	52764.0	59667.0	56602.0	64433.0	56934.0	55360.0	50627.0	51902.0	52257.0	58126.0	53505.0	56646.0	61606.0	57211.0	57259.0	60573.0	56723.0	Genetic Information Processing; Folding, Sorting and Degradation; Sulfur relay system
Synthesis and degradation of ketone bodies	40458.0	40052.0	46649.0	44096.0	51974.0	43905.0	36364.0	34512.0	35935.0	37652.0	40688.0	35075.0	40461.0	45498.0	39852.0	41806.0	44910.0	41218.0	Metabolism; Lipid Metabolism; Synthesis and degradation of ketone bodies
Systemic lupus erythematosus	270.0	286.0	283.0	230.0	220.0	340.0	336.0	277.0	246.0	303.0	300.0	336.0	242.0	221.0	254.0	253.0	234.0	248.0	Human Diseases; Immune System Diseases; Systemic lupus erythematosus
TGF-beta signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signal Transduction; TGF-beta signaling pathway
Taurine and hypotaurine metabolism	21407.0	22038.0	23978.0	22975.0	25228.0	23594.0	21946.0	19634.0	20697.0	21013.0	23106.0	21165.0	22587.0	24395.0	22550.0	23311.0	25049.0	22601.0	Metabolism; Metabolism of Other Amino Acids; Taurine and hypotaurine metabolism
Terpenoid backbone biosynthesis	83832.0	87862.0	97119.0	90810.0	100981.0	89300.0	86243.0	80468.0	82978.0	83455.0	91843.0	83279.0	91328.0	98110.0	90777.0	92828.0	98784.0	90624.0	Metabolism; Metabolism of Terpenoids and Polyketides; Terpenoid backbone biosynthesis
Tetracycline biosynthesis	21539.0	19677.0	23929.0	22709.0	27656.0	23586.0	21875.0	19515.0	20316.0	21157.0	22880.0	21140.0	22236.0	25469.0	22551.0	22582.0	23752.0	22574.0	Metabolism; Metabolism of Terpenoids and Polyketides; Tetracycline biosynthesis
Thiamine metabolism	57512.0	55834.0	64415.0	60775.0	71339.0	60755.0	59093.0	53952.0	56062.0	57209.0	62251.0	56440.0	61755.0	69513.0	62036.0	62408.0	66222.0	61135.0	Metabolism; Metabolism of Cofactors and Vitamins; Thiamine metabolism
Tight junction	35.0	36.0	19.0	24.0	25.0	32.0	61.0	35.0	35.0	36.0	47.0	52.0	42.0	29.0	49.0	31.0	35.0	41.0	Cellular Processes; Cell Communication; Tight junction
Toluene degradation	41586.0	41521.0	48757.0	45702.0	53261.0	44860.0	39061.0	36102.0	37809.0	39243.0	42989.0	37364.0	42907.0	47502.0	42314.0	44123.0	47086.0	43221.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Toluene degradation
Toxoplasmosis	2170.0	2216.0	3158.0	2657.0	3279.0	2828.0	2331.0	2021.0	1581.0	1884.0	2457.0	2156.0	1768.0	1969.0	2019.0	2188.0	2162.0	2189.0	Human Diseases; Infectious Diseases; Toxoplasmosis
Transcription factors	240627.0	240878.0	273869.0	268109.0	306813.0	265008.0	234340.0	217447.0	227481.0	235009.0	254207.0	229254.0	252364.0	280559.0	246872.0	256749.0	278151.0	251852.0	Genetic Information Processing; Transcription; Transcription factors
Transcription machinery	138516.0	144946.0	153337.0	146564.0	159310.0	151111.0	145524.0	132625.0	138289.0	140175.0	151407.0	140798.0	150207.0	160090.0	150177.0	150572.0	162163.0	148371.0	Genetic Information Processing; Transcription; Transcription machinery
Transcription related proteins	408.0	393.0	363.0	330.0	377.0	450.0	584.0	467.0	397.0	549.0	486.0	577.0	390.0	384.0	426.0	379.0	406.0	386.0	Unclassified; Genetic Information Processing; Transcription related proteins
Translation factors	59908.0	57642.0	67226.0	63586.0	75436.0	64512.0	61020.0	55612.0	58324.0	59270.0	64799.0	59048.0	63657.0	71803.0	64195.0	64275.0	68615.0	63752.0	Genetic Information Processing; Translation; Translation factors
Translation proteins	111590.0	104161.0	124161.0	118263.0	142762.0	120502.0	112446.0	101058.0	106882.0	109731.0	119588.0	109022.0	116859.0	134075.0	117754.0	118807.0	126573.0	117316.0	Unclassified; Genetic Information Processing; Translation proteins
Transporters	1047628.0	1084190.0	1206665.0	1183650.0	1333978.0	1166156.0	1037620.0	968438.0	985811.0	1018398.0	1126257.0	1014831.0	1106036.0	1203051.0	1080669.0	1129513.0	1230756.0	1096763.0	Environmental Information Processing; Membrane Transport; Transporters
Tropane, piperidine and pyridine alkaloid biosynthesis	20758.0	21146.0	24052.0	22864.0	25873.0	22833.0	20930.0	19378.0	19874.0	20608.0	22629.0	20608.0	22062.0	23686.0	22188.0	22784.0	23874.0	22333.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Tropane, piperidine and pyridine alkaloid biosynthesis
Tryptophan metabolism	139832.0	150033.0	166594.0	155981.0	170991.0	153118.0	135319.0	129545.0	130183.0	134651.0	147587.0	130641.0	146117.0	154408.0	145171.0	150620.0	160354.0	148404.0	Metabolism; Amino Acid Metabolism; Tryptophan metabolism
Tuberculosis	22308.0	22708.0	25971.0	23924.0	27377.0	24948.0	25522.0	22292.0	22585.0	22502.0	26317.0	24801.0	25319.0	27164.0	25485.0	25309.0	27570.0	24476.0	Human Diseases; Infectious Diseases; Tuberculosis
Two-component system	422563.0	381485.0	455616.0	454743.0	552794.0	461622.0	393402.0	345653.0	381861.0	399315.0	430277.0	382704.0	426624.0	501767.0	421634.0	436267.0	466331.0	422524.0	Environmental Information Processing; Signal Transduction; Two-component system
Type I diabetes mellitus	7799.0	8047.0	8826.0	8268.0	9137.0	8252.0	8307.0	7677.0	7927.0	7887.0	8721.0	8057.0	8763.0	9470.0	8624.0	8802.0	9539.0	8434.0	Human Diseases; Metabolic Diseases; Type I diabetes mellitus
Type II diabetes mellitus	5516.0	5306.0	6311.0	6084.0	7042.0	6125.0	5878.0	5228.0	5611.0	5472.0	6160.0	5803.0	6318.0	6954.0	6026.0	6049.0	6694.0	5850.0	Human Diseases; Metabolic Diseases; Type II diabetes mellitus
Tyrosine metabolism	85052.0	86976.0	101034.0	95619.0	109307.0	93313.0	83263.0	78033.0	81208.0	83525.0	90742.0	81199.0	90813.0	98092.0	88305.0	91812.0	98264.0	89667.0	Metabolism; Amino Acid Metabolism; Tyrosine metabolism
Ubiquinone and other terpenoid-quinone biosynthesis	62032.0	58732.0	69505.0	65994.0	79285.0	66449.0	62301.0	56168.0	59569.0	60949.0	66945.0	60148.0	67202.0	76366.0	66158.0	66767.0	72713.0	65225.0	Metabolism; Metabolism of Cofactors and Vitamins; Ubiquinone and other terpenoid-quinone biosynthesis
Ubiquitin system	2178.0	3254.0	2866.0	2492.0	1822.0	2194.0	3151.0	3308.0	2998.0	2678.0	3114.0	3093.0	3206.0	2707.0	3157.0	3023.0	3256.0	3004.0	Genetic Information Processing; Folding, Sorting and Degradation; Ubiquitin system
VEGF signaling pathway	22.0	34.0	8.0	44.0	11.0	18.0	19.0	34.0	14.0	23.0	23.0	32.0	32.0	38.0	22.0	29.0	47.0	21.0	Environmental Information Processing; Signal Transduction; VEGF signaling pathway
Valine, leucine and isoleucine biosynthesis	118304.0	120040.0	134581.0	128047.0	146038.0	128534.0	120715.0	111274.0	113983.0	116155.0	128307.0	116692.0	126356.0	137793.0	126125.0	128499.0	136527.0	126613.0	Metabolism; Amino Acid Metabolism; Valine, leucine and isoleucine biosynthesis
Valine, leucine and isoleucine degradation	205686.0	214163.0	242326.0	226288.0	256460.0	225307.0	195327.0	186705.0	187648.0	196406.0	214518.0	188882.0	211331.0	227934.0	210702.0	218138.0	232512.0	214556.0	Metabolism; Amino Acid Metabolism; Valine, leucine and isoleucine degradation
Various types of N-glycan biosynthesis	8.0	4.0	4.0	2.0	11.0	2.0	8.0	16.0	4.0	10.0	5.0	8.0	4.0	2.0	9.0	4.0	2.0	9.0	Metabolism; Glycan Biosynthesis and Metabolism; Various types of N-glycan biosynthesis
Vascular smooth muscle contraction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Circulatory System; Vascular smooth muscle contraction
Vasopressin-regulated water reabsorption	13.0	16.0	10.0	14.0	10.0	22.0	14.0	8.0	9.0	13.0	12.0	12.0	14.0	10.0	15.0	12.0	13.0	12.0	Organismal Systems; Excretory System; Vasopressin-regulated water reabsorption
Vibrio cholerae infection	257.0	241.0	203.0	186.0	177.0	294.0	292.0	185.0	211.0	254.0	252.0	253.0	234.0	194.0	268.0	207.0	213.0	236.0	Human Diseases; Infectious Diseases; Vibrio cholerae infection
Vibrio cholerae pathogenic cycle	16107.0	14018.0	17458.0	17229.0	21228.0	17918.0	14756.0	12862.0	14958.0	15189.0	16480.0	14661.0	16634.0	19487.0	16185.0	16382.0	17971.0	16062.0	Human Diseases; Infectious Diseases; Vibrio cholerae pathogenic cycle
Viral myocarditis	2200.0	2248.0	3175.0	2679.0	3301.0	2857.0	2390.0	2049.0	1612.0	1917.0	2499.0	2201.0	1808.0	1994.0	2066.0	2217.0	2196.0	2228.0	Human Diseases; Cardiovascular Diseases; Viral myocarditis
Vitamin B6 metabolism	26244.0	27105.0	30494.0	28703.0	32273.0	28587.0	27348.0	25505.0	25931.0	26236.0	29102.0	26490.0	28254.0	30703.0	28491.0	28912.0	30539.0	28550.0	Metabolism; Metabolism of Cofactors and Vitamins; Vitamin B6 metabolism
Wnt signaling pathway	6.0	8.0	7.0	4.0	4.0	8.0	24.0	14.0	12.0	9.0	10.0	20.0	7.0	8.0	10.0	13.0	7.0	9.0	Environmental Information Processing; Signal Transduction; Wnt signaling pathway
Xylene degradation	21520.0	18601.0	22869.0	21850.0	28783.0	20807.0	17034.0	16639.0	18688.0	19647.0	20419.0	16059.0	22210.0	27255.0	20969.0	21791.0	24546.0	20426.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Xylene degradation
Zeatin biosynthesis	4594.0	4570.0	5232.0	4916.0	5710.0	4937.0	4792.0	4399.0	4526.0	4583.0	5055.0	4626.0	4942.0	5516.0	4998.0	5015.0	5329.0	4978.0	Metabolism; Metabolism of Terpenoids and Polyketides; Zeatin biosynthesis
