,KO,OE,WT,mean,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_728,0.000807944209533123,0.000965045584655445,0.00164550113932786,0.00113949697783881,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Dongia,Dongia_mobilis
ASV_835,0.00109140179350492,0.000999068601624147,0.000456438838962886,0.000848969744697319,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_960,0.000922563004666997,0.000852044222892609,0.0004001723457421,0.000724926524433902,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Dongia,Dongia_mobilis
ASV_2712,0.000566218095440476,0.000301922752746979,0.000214069049604714,0.000360736632597389,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Dongia,Dongia_mobilis
ASV_1752,0.000247253165900007,0.000485209635865248,0.000376975736360033,0.000369812846041763,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Dongia,Dongia_mobilis
ASV_1486,0.000363608724834877,0.000961505377853871,0.000665688844111575,0.000663600982266775,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum,Telmatospirillum_siberiense
ASV_616,0.00106716395421089,0.000790746897413094,0.00169108572422541,0.00118299885861647,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Unassigned,Unassigned
ASV_1972,0.000316225691429691,0.000213270832201575,0.000780051558148531,0.000436516027259932,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Ferrovibrio,Ferrovibrio_denitrificans
ASV_2708,0.000282413350449294,0.000119269147231061,8.06497183533378e-05,0.000160777405344564,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Ferrovibrio,Ferrovibrio_denitrificans
ASV_1592,0.000600862912369506,0.000277307089142267,0.000832584579354577,0.00057025152695545,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Ferrovibrio,Ferrovibrio_denitrificans
ASV_2758,5.57654190433398e-05,0.000211179420475827,0.000241609955891473,0.00016951826513688,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Ferrovibrio,Ferrovibrio_denitrificans
ASV_1326,0.000660906945899767,0.000605631033136476,0.000429621579758944,0.000565386519598396,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Ferrovibrio,Ferrovibrio_denitrificans
ASV_2378,0.000225429434842795,0.000390256574704676,0.000267100444443717,0.000294262151330396,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Ferrovibrio,Ferrovibrio_denitrificans
ASV_1288,0.000243556819574095,0.000545719039599614,0.000379334119288093,0.000389536659487267,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,Inquilinus_ginsengisoli
ASV_489,0.00120721917015522,0.00148467470480587,0.0016951594913851,0.0014623511221154,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_1649,0.000336125435949755,0.000182953964318749,0.000349047312469751,0.000289375570912752,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Unassigned,Unassigned
ASV_2801,0.00011111341959682,0.000278108006660504,0.000242327552478847,0.00021051632624539,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Unassigned,Unassigned
ASV_1968,0.000238872357927736,0.000274906230057204,0.000266623869770813,0.000260134152585251,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Ferrovibrio,Ferrovibrio_denitrificans
ASV_803,0.00096723872559828,0.00199676340046216,0.00131476254395452,0.00142625489000499,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unassigned,Unassigned
ASV_2697,0.00015857358464484,0.00027293062034707,0.000240237001987195,0.000223913735659702,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_1599,0.000381138873604157,0.000303404107819494,0.000432945735210107,0.000372496238877919,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Unassigned,Unassigned,Unassigned
ASV_2731,5.41330590591674e-05,0.000272727256186348,8.11076822285416e-05,0.000135989332491352,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_988,0.000653866352545988,0.000692333707221724,0.0007792465102108,0.000708482189992837,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Ferrovibrio,Ferrovibrio_denitrificans
ASV_2579,0.000107225702744969,0.000150093422566246,0.000188982456781106,0.000148767194030774,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Ferrovibrio,Ferrovibrio_denitrificans
ASV_2868,0.000109643180561632,0.000272727256186348,0.000375557274477836,0.000252642570408605,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Ferrovibrio,Ferrovibrio_denitrificans
ASV_1583,0.00045286850466321,0.000303116995280834,0.000295225687205713,0.000350403729049919,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Unassigned,Unassigned,Unassigned
ASV_1749,0.000160420439539154,0.000548293828796704,0.000243473713364972,0.000317395993900277,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Unassigned,Unassigned,Unassigned
ASV_2479,8.25766510320488e-05,0.000393698848553878,0.000293791784919736,0.000256689094835221,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_2664,0.000354709064398684,0.000305285199316489,0.000270572764177995,0.000310189009297723,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_2012,0.000479082953071,0.000364837079824664,0.00021625178245306,0.000353390605116241,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_647,0.00109574030928019,0.00183088332985013,0.000992108097380252,0.00130624391217019,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_1705,0.000209921466544712,0.000488294165783659,0.000401985534847147,0.000366733722391839,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_2255,0.000135355287605017,0.0004237550168586,0.000213035925037031,0.000257382076500216,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_2331,0.000421979296812132,0.000418420845848267,0.000187629733947494,0.000342676625535964,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Unassigned,Unassigned,Unassigned
ASV_2749,8.64255426561303e-05,0.000241558389735112,7.8779020984157e-05,0.000135587651125133,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_2847,0.000359425945418603,3.03563839475442e-05,0,0.000129927443122049,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pelagibius,Pelagibius_litoralis
ASV_1162,0.000440155741556338,0.00072925812810925,0.000345147373435026,0.000504853747700205,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_1482,0.000428814970906586,0.000853893191721009,0.000509217319582851,0.000597308494070149,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_2493,0.000107681287328277,0.000242699869940077,0.000161818034133327,0.00017073306380056,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_2179,8.25766510320488e-05,0.00027590028656013,0.00045874481912395,0.00027240725223871,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_67,0.00612047522178676,0.0373130567752787,0.00651238977746595,0.0166486405915105,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_chlororaphis_subsp._piscium
ASV_202,0.00222594524049737,0.00960440605087486,0.00266398490295299,0.0048314453981084,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned
ASV_310,0.00154071416587667,0.00479217733861985,0.00261897833900381,0.00298395661450011,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned
ASV_1995,2.62425864693224e-05,0.0011525338425703,0,0.000392925476346542,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned
ASV_575,0.000487785036910281,0.00409007607962166,0.000456832729169076,0.00167823128190034,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_soli
ASV_2232,0.000263938828130515,0.000523305730327754,0.000269187194373394,0.000352143917610554,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_benzenivorans
ASV_90,0.00867002009237275,0.0171645006980106,0.0106718238659476,0.0121687815521103,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned
ASV_1045,0.000242836947025181,0.00114811044202645,0.000565824639522115,0.000652257342857915,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned
ASV_1202,0.000247710068751958,0.00202472205389958,0.000187666073419628,0.000820032732023723,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned
ASV_2157,0.000342232864702327,0.000518595440251708,5.37651071048165e-05,0.000304864470686284,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned
ASV_531,0.00279311528050971,0.00187108494329469,0.000400443033742178,0.00168821441918219,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned
ASV_661,0.00260038051551075,0.000454238572465403,0.000187184438356192,0.00108060117544412,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned
ASV_217,0.00230403828755799,0.00851535592769385,0.00360632691559084,0.00480857371028089,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Cellvibrio,Unassigned
ASV_403,0.000524543125223821,0.00349387849387849,0.00192593498604603,0.00198145220171612,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Cellvibrio,Cellvibrio_ostraviensis
ASV_1105,0.000561599576262447,0.000511506061776015,0.000640578947313566,0.000571228195117343,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Cellvibrio,Unassigned
ASV_2365,0,0.000213848978377141,0.00036913227813891,0.00019432708550535,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Cellvibrio,Unassigned
ASV_2769,8.14387008589543e-05,0.000295482030626265,7.91880294869032e-05,0.000152036253657374,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Cellvibrio,Cellvibrio_ostraviensis
ASV_333,0.00186196619426564,0.00318561063866488,0.00298284170330594,0.00267680617874549,Bacteria,Proteobacteria,Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_1979,0.000969562708111166,0.000367464631350645,0.000244400696403287,0.000527142678621699,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Unassigned,Unassigned,Unassigned
ASV_903,0.000735938719178043,0.000241712769505181,0.000847418796935254,0.000608356761872826,Bacteria,Proteobacteria,Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_143,0.0060204894282442,0.00536004972151429,0.00691374629703313,0.00609809514893054,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Unassigned,Unassigned
ASV_375,0.0020332968676527,0.0022083594742338,0.00211962747593001,0.00212042793927217,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Permianibacter,Permianibacter_aggregans
ASV_399,0.00155367309575984,0.00174068063896557,0.0022419592438147,0.00184543765951337,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Permianibacter,Permianibacter_aggregans
ASV_1262,0.000368911151410769,0.000724292470864909,0.000996147869208965,0.000696450497161548,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Permianibacter,Permianibacter_aggregans
ASV_70,0.0198552051987593,0.0112745792300186,0.0101552651246714,0.0137616831844831,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas_gei
ASV_80,0.0104417420861695,0.0165701889858123,0.0100721445966498,0.0123613585562105,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas_wuyuanensis
ASV_445,0.00226523010574158,0.00242613874867785,0.00166969648541496,0.00212035511327813,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Unassigned
ASV_76,0.0108693905525535,0.00987562063023546,0.0166300600028201,0.0124583570618697,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_233,0.00457596992828869,0.00356498361004016,0.00372553160417593,0.00395549504750159,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_133,0.00825026481037548,0.00677291131350511,0.00659586156009892,0.00720634589465983,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_242,0.00388119231562989,0.00368545956298071,0.00377814022116235,0.00378159736659098,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_485,0.000970531517196552,0.00332165719954509,0.00120797991046261,0.00183338954240142,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter_panacisoli
ASV_827,0.000884081083171306,0.000846854264252538,0.000639782988500311,0.000790239445308052,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_1339,0.000682764210833535,0.00126209487316791,0.00115174656905915,0.00103220188435353,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_93,0.00673369940164407,0.00883817530154969,0.0170597024677802,0.0108771923903246,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter_brunescens
ASV_946,0.000462377946555,0.000973084787320845,0.000584461192945881,0.000673307975607242,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter_dokdonensis
ASV_1066,0.000833146261553455,0.000542820799928939,0.000535858091690419,0.000637275051057604,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_2259,0.00054559891615901,0.000700065809678412,0.000402321608728374,0.000549328778188599,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_252,0.00375630450696237,0.00308025898467187,0.00417013565550433,0.00366889971571285,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_450,0.00212052643832236,0.00146748167762441,0.00173315520121507,0.00177372110572061,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_820,0.00169144314063147,0.000395881743522981,0.000484593173240503,0.000857306019131651,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_2427,0.000114923485993132,0.000424123637955667,0.000269356479127412,0.00026946786769207,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas_donghaensis
ASV_393,0.00275017548044101,0.00216235515709363,0.00224795522060598,0.00238682861938021,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter_enzymogenes
ASV_933,0.000761762134784406,0.000680412978217924,0.000374129422687303,0.000605434845229877,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_1981,0.00018364005484762,0.000240302045824797,0.000426842832256371,0.000283594977642929,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_501,0.000313640801312828,0.00183423917245165,0.0018529191186946,0.00133359969748636,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter_brunescens
ASV_508,0.00163368243412258,0.00148122612687888,0.00134194536327442,0.00148561797475863,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_853,0.00147257569911676,0.000570532558437515,0.000562224728403371,0.000868444328652548,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_2134,0.000211958373696322,0.00014836918726829,0.000242339545488088,0.000200889035484233,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_2875,0.000136179230665278,0.000542383099440091,0.000295368123100608,0.000324643484401992,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_1049,0.000436326071477295,0.000843085232521593,0.000454014194799832,0.000577808499599573,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_2355,0.000165663897145847,0.000239275429325182,0.0003214422801304,0.000242127202200476,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_1720,0.000378269225951416,0.00030535807052815,0.000162624372959829,0.000282083889813132,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas_indica
ASV_184,0.00686806369559351,0.00355709309691286,0.00407193825047479,0.00483236501432705,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_2447,0.000103832395704195,0.000270428809692716,0.000134305859425332,0.000169522354940748,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_436,0.00218610587105934,0.00213020018613826,0.00176491532269526,0.00202707379329762,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_758,0.00150033631534472,0.000774977997217836,0.000723662163505492,0.000999658825356016,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter_terrae
ASV_1631,0.000220946652415749,0.000184534697012913,0.000703040592782303,0.000369507314070321,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rudaea,Rudaea_cellulosilytica
ASV_2044,0.000320404116302956,9.09768734490234e-05,0.000214776802411641,0.00020871926405454,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_344,0.00385949836185284,0.00182527081765689,0.00203570820650488,0.00257349246200487,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_1355,0.000559194384542121,0.000268907831224407,0.000671836264938319,0.000499979493568282,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_426,0.00299513890050925,0.00225860818078765,0.00175001549783088,0.00233458752637593,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_361,0.00256132090253481,0.00262821825187326,0.0018746655469467,0.00235473490045159,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_1530,0.00038241971951637,0.000880286576600681,0.000293665412319703,0.000518790569478918,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter_korlensis
ASV_291,0.00320650424878189,0.00305531726095754,0.00323874008276413,0.00316685386416786,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_1689,0.000294969946757545,0.000329539197892163,0.000322592556408752,0.000315700567019487,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_774,0.00089566156592916,0.00100198617944585,0.00118556664399347,0.00102773812978949,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_2004,0.000268671690655459,5.97040204587142e-05,0.000322945046752277,0.000217106919288817,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_2339,0.000232769427704618,0.000239335183551037,0.000317716056072173,0.000263273555775943,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,Rhodanobacter_denitrificans
ASV_841,0.000324121784317323,0.000694936433616434,0.00123503264412678,0.000751363620686844,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_1204,0.0006245723235488,0.00039200955623215,0.000535642976851257,0.000517408285544069,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_1862,0.000756496211927832,0.000303293960362644,0.000430223191036504,0.000496671121108993,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_363,0.0019355024375495,0.00212731231937853,0.00286471044071491,0.00230917506588098,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_1426,0.000428827916137244,0.000483710411729492,0.000561013818573572,0.000491184048813436,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_676,0.00124925171238076,0.00117837973435896,0.00112552425096074,0.00118438523256682,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_2744,0.000217731651594632,9.16899783310661e-05,5.2728535142596e-05,0.000120716721689431,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_828,0.000760761862907452,0.000786549633519236,0.000643754402248812,0.0007303552995585,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_1600,0.000425853345854973,0.000149424549997422,0.000509244123335369,0.000361507339729255,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_2694,0.000109073875907925,0.0001226183475364,0.000160319382903677,0.000130670535449334,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_905,0.000901209381089635,0.000598468676118048,0.000615905530768508,0.000705194529325397,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_2087,0.000337528918448861,0.000396741529138609,0.000479691021505868,0.000404653823031113,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_2456,7.98063408747819e-05,0.000274016955243605,0.000133006207356403,0.000162276501158264,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_2451,0.000397029842351359,0.000302185040154368,0.000320202638721838,0.000339805840409188,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_2767,0.000382203906337586,0.000359710086742225,0.000242351223667078,0.000328088405582297,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_371,0.00222901125843704,0.00245498259072332,0.00296458983519772,0.00254952789478603,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Unassigned
ASV_687,0.00128813457563417,0.00121313844152145,0.000590554297225777,0.0010306091047938,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas_daejeonensis
ASV_419,0.00221248557747124,0.00257844585410869,0.0013706298864994,0.00205385377269311,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas_daejeonensis
ASV_411,0.00197692635500225,0.00163104393038979,0.00225261316547828,0.00195352781695677,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas_daejeonensis
ASV_1207,0.000614890007110183,0.000634700896156555,0.000587672312078601,0.00061242107178178,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Unassigned
ASV_1679,0.000404910290027017,0.000335327964315386,0.000239219670990729,0.000326485975111044,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Unassigned
ASV_2263,0.000329100368732326,0.000273868736391313,0.000348326268487839,0.000317098457870493,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Unassigned
ASV_2690,0.000242997090571202,0.000211356385557637,0.000377082199996624,0.000277145225375154,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas_oryziterrae
ASV_1044,0.000915980965739288,0.000326553902435391,0.000857450415609084,0.000699995094594588,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_1157,0.000507345738943726,0.000779058171468459,0.000348658212930447,0.000545020707780877,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_1598,0.000467603241488057,0.000450196483491867,0.000400670764481663,0.000439490163153863,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_2185,0.000344158688320823,0.000301565008816188,0.000322818051261161,0.000322847249466057,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned
ASV_1735,0.000419726317084499,0.000579617905997197,0.000397761882154268,0.000465702035078654,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
